Disease;Symptoms;Source
Milroy'S Disease;"[""milroy's disease is a familial disease characterized by lymphedema"", 'commonly in the legs', 'caused by congenital abnormalities in the lymphatic system. disruption of the normal drainage of lymph leads to fluid accumulation and hypertrophy of soft tissues. it is also known as milroy disease', 'nonne-milroy-meige syndrome and hereditary lymphedema. it was named by sir william osler for william milroy', 'an american physician', 'who described a case in 1892', 'though it was first described by rudolf virchow in 1863.']";http://dbpedia.org/resource/Milroy's_disease
Miltideaceae;['the miltideaceae are a family of lichenized fungi in the order lecanorales. this is a monotypic family', 'containing the single genus miltidea that is known only from sri lanka and australasia.'];http://dbpedia.org/resource/Miltideaceae
Minamata Disease;['minamata disease (japanese:  hepburn: minamata-by)', 'sometimes referred to as chisso-minamata disease ( chisso-minamata-by)', 'is a neurological syndrome caused by severe mercury poisoning. symptoms include ataxia', 'numbness in the hands and feet', 'general muscle weakness', 'loss of peripheral vision', 'and damage to hearing and speech. in extreme cases', 'insanity', 'paralysis', 'coma', 'and death follow within weeks of the onset of symptoms. a congenital form of the disease can also affect fetuses in the womb.'];http://dbpedia.org/resource/Minamata_disease
Minimal Change Disease;"['minimal change disease (mcd)', 'also known as nil disease or by ', ""is a kidney disease that causes nephrotic syndrome and usually affects children (with peak incidence at ages 2 to 3 years). the disease degrades the kidney's ability to filter"", 'and the impaired renal function causes edema.']";http://dbpedia.org/resource/Minimal_change_disease
Minimally Conscious State;['a minimally conscious state (mcs) is a disorder of consciousness distinct from persistent vegetative state and locked-in syndrome. unlike persistent vegetative state', 'patients with mcs have partial preservation of conscious awareness. mcs is a relatively new category of disorders of consciousness. the natural history and longer term outcome of mcs have not yet been thoroughly studied. the prevalence of mcs was estimated to be 112,000 to 280,000 in adult and pediatric cases.'];http://dbpedia.org/resource/Minimally_conscious_state
Minimally Differentiated Acute Myeloblastic Leukemia;['minimally differentiated acute myeloblastic leukemia is a subtype of aml. it is classified as m0 by fab. it represents 23% of all cases of aml. although minimally differentiated aml was recognized earlier', 'criteria for fab m0 were developed in 1991. the blasts in these cases cannot be recognized as myeloid based on morphology and cytochemistry', 'but immunophenotyping demonstrates myeloid antigens.'];http://dbpedia.org/resource/Minimally_differentiated_acute_myeloblastic_leukemia
Minimally Invasive Adenocarcinoma Of The Lung;['minimally invasive adenocarcinoma of the lung (mia) is defined as a small (3 cm)', 'solitary tumour with predominant alveolar epithelial appearance (lepidic growth)', 'as ins situ adenocarcinoma of the lung', 'with a zone of focal invasion of the chorion', 'with a size inferior to 5 mm. for mia', 'the prognosis is near 100% survival.'];http://dbpedia.org/resource/Minimally_invasive_adenocarcinoma_of_the_lung
Minksia;['minksia is a lichenized genus of fungi in the family roccellaceae.'];http://dbpedia.org/resource/Minksia
Minor'S Disease;"[""minor's disease"", 'a syndrome involving the sudden onset of back pain and paralysis caused by haemorrhage into the spinal cord substance', 'was named after the russian neurologist', 'lazar salomowitch minor (18551942). the term ""minor\'s syndrome"" is now only rarely used in connection with his work and is increasingly being used', 'both inside and outside the medical profession', 'to refer to superior canal dehiscence syndrome (scds)', 'first described in 1998 by dr. lloyd b. minor of the johns hopkins university', 'baltimore', 'usa.']";http://dbpedia.org/resource/Minor's_disease
Mirabelle Plum;['the mirabelle plum', 'also known as the mirabelle prune (prunus domestica subsp. syriaca)', 'is the edible drupaceous fruit of the mirabelle plum tree', 'a cultivar of the plum tree of the genus prunus. it is believed that the plum was cultivated from a wild fruit grown in anatolia.'];http://dbpedia.org/resource/Mirabelle_plum
Mirhosseini–Holmes–Walton Syndrome;['mirhosseiniholmeswalton syndrome is a syndrome which involves retinal degeneration', 'cataract', 'microcephaly', 'and mental retardation. it was first characterized in 1972. the gene or genes involved have not yet been determined. there is some evidence that this syndrome has the same genetic cause as cohen syndrome.'];http://dbpedia.org/resource/Mirhosseini–Holmes–Walton_syndrome
Miriquidica Deusta;['miriquidica deusta is a species of lichen in the lecanoraceae family. a north american native', 'it generally grows on siliceous rocks. it belongs to the ascomycota division and pezizomycotina subdivision', 'and to the lecanorales order. these are found in both general and estonian herbariums.'];http://dbpedia.org/resource/Miriquidica_deusta
Mirizzi'S Syndrome;"[""mirizzi's syndrome is a rare complication in which a gallstone becomes impacted in the cystic duct or neck of the gallbladder causing compression of the common bile duct (cbd) or common hepatic duct"", 'resulting in obstruction and jaundice. the obstructive jaundice can be caused by direct extrinsic compression by the stone or from fibrosis caused by chronic cholecystitis (inflammation). a cholecystocholedochal fistula can occur.']";http://dbpedia.org/resource/Mirizzi's_syndrome
Mismatch Repair Cancer Syndrome;"['mismatch repair cancer syndrome (mmrcs) is a cancer syndrome associated with biallelic dna mismatch repair mutations. it is also known as turcot syndrome (after jacques turcot', 'who described the condition in 1959) and by several other names. in mmrcs', 'neoplasia typically occurs in both the gut and the central nervous system (cns). in the large intestine', 'familial adenomatous polyposis occurs; in the cns', 'brain tumors.']";http://dbpedia.org/resource/Mismatch_repair_cancer_syndrome
Mitochondrial Disease;['mitochondrial disease is a group of disorders caused by dysfunctional mitochondria', 'the organelles that generate energy for the cell. mitochondria are found in every cell of the human body except red blood cells', 'and convert the energy of food molecules into the atp that powers most cell functions.'];http://dbpedia.org/resource/Mitochondrial_disease
Mitochondrial Encephalomyopathy;['a mitochondrial encephalomyopathy is a form of encephalomyopathy that is associated with a mitochondrial disease. examples include melas and merrf. these conditions can sometimes present together. kss is sometimes included in this category', 'but it is not included in this category in mesh.'];http://dbpedia.org/resource/Mitochondrial_encephalomyopathy
Mitochondrial Myopathy;"['mitochondrial myopathies are types of myopathies associated with mitochondrial disease. on biopsy', 'the muscle tissue of patients with these diseases usually demonstrate ""ragged red"" muscle fibers. these ragged-red fibers contain mild accumulations of glycogen and neutral lipids', 'and may show an increased reactivity for succinate dehydrogenase and a decreased reactivity for cytochrome c oxidase. inheritance is maternal (non-mendelian extranuclear). there are several subcategories of mitochondrial myopathies.']";http://dbpedia.org/resource/Mitochondrial_myopathy
Mitochondrial Neurogastrointestinal Encephalopathy Syndrome;['mitochondrial neurogastrointestinal encephalopathy syndrome (mngie) is a rare autosomal recessive mitochondrial disease. it has been previously referred to as polyneuropathy', 'ophthalmoplegia', 'leukoencephalopathy', 'and polip syndrome. the disease presents in childhood', 'but often goes unnoticed for decades. unlike typical mitochondrial diseases caused by mitochondrial dna (mtdna) mutations', 'mngie is caused by mutations in the tymp gene', 'which encodes the enzyme thymidine phosphorylase. mutations in this gene result in impaired mitochondrial function', 'leading to intestinal symptoms as well as neuro-ophthalmologic abnormalities. a secondary form of mngie', 'called mngie without leukoencephalopathy', 'can be caused by mutations in the polg gene.'];http://dbpedia.org/resource/Mitochondrial_neurogastrointestinal_encephalopathy_syndrome
Mitochondrial Trifunctional Protein Deficiency;['mitochondrial trifunctional protein deficiency is an autosomal recessive fatty acid oxidation disorder that prevents the body from converting certain fats to energy', 'particularly during periods without food . people with this disorder have inadequate levels of an enzyme that breaks down a certain group of fats called long-chain fatty acids.'];http://dbpedia.org/resource/Mitochondrial_trifunctional_protein_deficiency
Mitral Insufficiency;['mitral insufficiency (mi)', 'mitral regurgitation or mitral incompetence is a disorder of the heart in which the mitral valve does not close properly when the heart pumps out blood. it is the abnormal leaking of blood backwards from the left ventricle', 'through the mitral valve', 'into the left atrium', 'when the left ventricle contracts', 'i.e. there is regurgitation of blood back into the left atrium. mi is the most common form of valvular heart disease.'];http://dbpedia.org/resource/Mitral_insufficiency
Mixed Affective State;"['traditionally', 'a mixed affective state', 'formerly known as a mixed-manic or mixed episode', 'has been defined as a state wherein features unique to both depression and maniaas despair', 'fatigue', 'morbid or suicidal ideation; racing thoughts', 'pressure of activity', 'and heightened irritabilityoccur either simultaneously or in very short succession.']";http://dbpedia.org/resource/Mixed_affective_state
Mixed Connective Tissue Disease;"['in medicine', ""mixed connective tissue disease (also known as sharp's syndrome)"", 'commonly abbreviated as mctd', ""is an autoimmune disease in which the body's defense system attacks itself. it was characterized in 1972"", 'and the term was introduced by leroy in 1980. it is sometimes said to be the same as undifferentiated connective tissue disease', 'but other experts specifically reject this idea because undifferentiated connective tissue disease is not necessarily associated with serum antibodies directed against the u1-rnp', 'and mctd is associated with a more clearly defined set of signs/symptoms.']";http://dbpedia.org/resource/Mixed_connective_tissue_disease
Mixed Müllerian Tumor;['a malignant mixed mllerian tumor', 'also known as malignant mixed mesodermal tumor', 'mmmt and carcinosarcoma', 'is a malignant neoplasm found in the uterus', 'the ovaries', 'the fallopian tubes and other parts of the body that contains both carcinomatous (epithelial tissue) and sarcomatous (connective tissue) components. it is divided into two types', 'homologous (in which the sarcomatous component is made of tissues found in the uterus such as endometrial', 'fibrous and/or smooth muscle tissues) and a heterologous type (made up of tissues not found in the uterus', 'such as cartilage', 'skeletal muscle and/or bone). mmmt account for between two and five percent of all tumors derived from the body of the uterus', 'and are found predominantly in postmenopausal women with an average age of 66 years. risk facto'];http://dbpedia.org/resource/Mixed_Müllerian_tumor
Mixed Receptive-Expressive Language Disorder;['mixed receptive-expressive language disorder (dsm-iv 315.32) is a communication disorder in which both the receptive and expressive areas of communication may be affected in any degree', 'from mild to severe. they may also have a more general problem with words or sentences', 'both comprehension and orally. if suspected of having a mixed receptive-expressive language disorder', 'treatment is available from a speech therapist or pathologist. most treatments are short term', 'and rely upon accommodations made within the environment', 'in order to minimise interfering with work or school.'];http://dbpedia.org/resource/Mixed_receptive-expressive_language_disorder
Mixed-Cell Lymphoma;"['mixed-cell lymphomas are lymphomas that have both large cells and small cells in them. this nomenclature is derived from an older system of pathology', 'before technological advances allowed much more precise descriptions of the affected cancerous cells. in mesh', 'the phrase ""mixed-cell lymphoma"" is currently classified under non-hodgkin lymphoma.']";http://dbpedia.org/resource/Mixed-cell_lymphoma
Mobergia;['mobergia is a genus of lichenized fungi in the family physciaceae.'];http://dbpedia.org/resource/Mobergia
Mock Strawberry;['duchesnea indica (sometimes called potentilla indica)', 'known commonly as mock strawberry', 'gurbir', 'indian strawberry or false strawberry', 'has foliage and an aggregate accessory fruit similar to true strawberry', 'though this is apparently an independent evolution of a similar fruit type. it has yellow flowers', 'unlike the white or slightly pink flowers of true strawberries. it is native to eastern and southern asia', 'but has been introduced to many other areas as an ornamental plant. it has been naturalized in many regions', 'including the southern united states', 'and is considered an invasive species in some regions. it is considered one of the most invasive plants on the island of runion.'];http://dbpedia.org/resource/Mock_strawberry
Mody 1;"['mody 1 is a form of maturity onset diabetes of the young. mody 1 is due to a loss-of-function mutation in the hnf4a gene on chromosome 20. this gene codes for hnf4- protein also known as transcription factor 14 (tcf14). hnf4 controls function of hnf1 (see mody 3; hnf1a) and perhaps hnf1 (mody 5) as well. this transcription network plays a role in the early development of the pancreas', 'liver', 'and intestines. in the pancreas these genes influence expression of', 'among others', 'the genes for insulin', 'the principal glucose transporter (glut2)', 'and several proteins involved in glucose and mitochondrial metabolism.']";http://dbpedia.org/resource/MODY_1
Mody 2;['mody 2 is a form of maturity onset diabetes of the young. mody 2 is due to any of several mutations in the gck gene on chromosome 7 for glucokinase. glucokinase serves as the glucose sensor for the pancreatic beta cell. normal glucokinase triggers insulin secretion as the glucose exceeds about 90 mg/dl (5 mm). these loss-of-function mutations result in a glucokinase molecule that is less sensitive or less responsive to rising levels of glucose. the beta cells in mody 2 have a normal ability to make and secrete insulin', 'but do so only above an abnormally high threshold (e.g.', '126144 mg/dl', 'or 7-8 mm). this produces a chronic', 'mild increase in blood sugar', 'which is usually asymptomatic. it is usually detected by accidental discovery of mildly elevated blood sugar (e.g.', 'during pregnancy scr'];http://dbpedia.org/resource/MODY_2
Mody 3;"['mody 3 is a form of maturity onset diabetes of the young. mody 3 (also known as hnf1a-mody) is caused by mutations of the hnf1-alpha; gene', 'a homeobox gene on chromosome 12. this is the most common type of mody in populations with european ancestry', 'accounting for about 70% of all cases in europe. hnf1 is a transcription factor (also known as transcription factor 1', 'tcf1) that is thought to control a regulatory network (including', 'among other genes', 'hnf1) important for differentiation of beta cells. mutations of this gene lead to reduced beta cell mass or impaired function. mody 1 and mody 3 diabetes are clinically similar. about 70% of people develop this type of diabetes by age 25 years', 'but it occurs at much later ages in a few. this type of diabetes can often be treated with sulfonyl']";http://dbpedia.org/resource/MODY_3
Mody 4;['mody 4 is a form of maturity onset diabetes of the young. mody 4 arises from mutations of the pdx1 homeobox gene on chromosome 13. pdx-1 is a transcription factor vital to the development of the embryonic pancreas. even in adults it continues to play a role in the regulation and expression of genes for insulin', 'glut2', 'glucokinase', 'and somatostatin.'];http://dbpedia.org/resource/MODY_4
Mody 5;['renal cysts and diabetes syndrome (rcad)', 'also known as mody 5', 'is a form of maturity onset diabetes of the young. hnf1-related mody is one of the less common forms of mody', 'with some distinctive clinical features', 'including atrophy of the pancreas and several forms of renal disease. hnf1', 'also known as transcription factor 2 (tcf2)', 'is involved in early stages of embryonic development of several organs', 'including the pancreas', 'where it contributes to differentiation of pancreatic endocrine ngn3+ cell progenitors from non-endocrine embryonic duct cells. the gene is on chromosome 17q.'];http://dbpedia.org/resource/MODY_5
Mody 6;['mody 6 is a form of maturity onset diabetes of the young. mody 6 arises from mutations of the gene for the transcription factor referred to as neurogenic differentiation 1. the gene is on chromosome 2 in a region of the p arm known as iddm7 because it includes genes affecting susceptibility to type 1 diabetes. neurod1 promotes transcription of the insulin gene as well as some genes involved in formation of beta cells and parts of the nervous system.'];http://dbpedia.org/resource/MODY_6
Moelleropsis;['moelleropsis is a genus of lichenized fungi in the family pannariaceae.'];http://dbpedia.org/resource/Moelleropsis
Mohr–Tranebjærg Syndrome;['mohrtranebjrg syndrome (mts) is a rare x-liked recessive syndrome also known as deafness-dystonia syndrome and caused by mutation in the timm8a gene. it was first described in 1960. the severity of the symptoms may vary', 'but they progress usually to severe deafness and dystonia and sometimes are accompanied by cortical deterioration of vision and mental deterioration.'];http://dbpedia.org/resource/Mohr–Tranebjærg_syndrome
Mole (Animal);"['moles are small mammals adapted to a subterranean lifestyle (i.e.', 'fossorial). they have cylindrical bodies', 'velvety fur', 'very small', 'inconspicuous ears and eyes', 'reduced hindlimbs and short', 'powerful forelimbs with large paws adapted for digging. the term ""mole"" is especially and most properly used for ""true moles"" of the talpidae family in the order soricomorpha found in most parts of north america', 'asia', 'and europe although may refer to other completely unrelated mammals of australia and southern africa that have also evolved the mole body plan; it is not commonly used for some talpids', 'such as desmans and shrew-moles', 'which do not quite fit the common definition of ""mole"".']";http://dbpedia.org/resource/Mole_(animal)
Mollaret'S Meningitis;"[""mollaret's meningitis is a recurrent or chronic inflammation of the protective membranes covering the brain and spinal cord"", ""known collectively as the meninges. since mollaret's meningitis is a recurrent"", 'benign (non-cancerous)', 'aseptic meningitis', 'it is now referred to as benign recurrent lymphocytic meningitis. it was named for pierre mollaret', 'the french neurologist who first described it in 1944.']";http://dbpedia.org/resource/Mollaret's_meningitis
Molybdenum Cofactor Deficiency;['molybdenum cofactor deficiency is a rare human disease in which the absence of molybdenum cofactor leads to accumulation of toxic levels of sulphite and neurological damage. usually this leads to death within months of birth', 'due to the lack of active sulfite oxidase. furthermore', 'a mutational block in molybdenum cofactor biosynthesis causes absence of enzyme activity of xanthine dehydrogenase/oxidase and aldehyde oxidase. it should not be confused with molybdenum deficiency.'];http://dbpedia.org/resource/Molybdenum_cofactor_deficiency
Molybdenum Deficiency;['molybdenum deficiency refers to the clinical consequences of inadequate supplies of molybdenum in the diet. the amount of molybdenum required is relatively small', 'and molybdenum deficiency usually does not occur in natural settings. however', 'it can occur in individuals receiving parenteral nutrition.'];http://dbpedia.org/resource/Molybdenum_deficiency
Momo Syndrome;['momo syndrome is an extremely rare genetic disorder which belongs to the overgrowth syndromes and has been diagnosed in only six cases around the world', 'and occurs in 1 in 100 million births. the name is an acronym of the four primary aspects of the disorder: macrosomia (excessive birth weight)', 'obesity', 'macrocephaly (excessive head size) and ocular abnormalities. it is unknown if it is a life-limiting condition. momo syndrome was first diagnosed in 1993 by professor clia priszkulnik koiffmann', 'a brazilian researcher in the genetic and clinical studies of neurodevelopmental disorders.'];http://dbpedia.org/resource/MOMO_syndrome
Monckeberg'S Arteriosclerosis;"[""mnckeberg's arteriosclerosis"", ""or mnckeberg's sclerosis"", 'also called medial calcific sclerosis or mnckeberg medial sclerosis', 'is a form of arteriosclerosis or vessel hardening', 'where calcium deposits are found in the muscular middle layer of the walls of arteries (the tunica media). it is an example of dystrophic calcification. this condition occurs as an age-related degenerative process. however', 'it can occur in pseudoxanthomas elasticum and idiopathic arterial calcification of infancy as a pathological condition', ""as well. its clinical significance and etiology are not well understood and its relationship to atherosclerosis and other forms of vascular calcification are the subject of disagreement.mnckeberg's arteriosclerosis is named after johann georg mnckeberg"", 'who first described i']";http://dbpedia.org/resource/Monckeberg's_arteriosclerosis
Mondor'S Disease;"['mondor\'s disease (also known as ""mondor\'s syndrome of superficial thrombophlebitis"") is a rare condition which involves thrombophlebitis of the superficial veins of the breast and anterior chest wall. it sometimes occurs in the arm or penis. in axilla', 'this condition is known as axillary web syndrome. it is named after henri mondor (1885-1962)', 'a surgeon in paris', 'france who first described the disease in 1939.']";http://dbpedia.org/resource/Mondor's_disease
Monerolechia;['monerolechia is a genus of lichenized fungi in the family physciaceae. this is a monotypic genus', 'containing the single species monerolechia bayrhofferi.'];http://dbpedia.org/resource/Monerolechia
Mongolian Spot;['a mongolian spot', 'also known as mongolian blue spot', 'congenital dermal melanocytosis', 'and dermal melanocytosis is a benign', 'flat', 'congenital birthmark with wavy borders and irregular shape. in 1883 it was described and named after mongolians by erwin blz', 'a german anthropologist based in japan. it normally disappears three to five years after birth and almost always by puberty. the most common color is blue', 'although they can be blue-gray', 'blue-black or deep brown.'];http://dbpedia.org/resource/Mongolian_spot
Monilethrix;['monilethrix (also referred to as beaded hair) is a rare autosomal dominant hair disease that results in short', 'fragile', 'broken hair that appears beaded. it comes from the latin word for necklace (monile) and the greek word for hair (thrix).'];http://dbpedia.org/resource/Monilethrix
Monkeypox;['monkeypox is an infectious disease caused by the monkeypox virus. the disease was first identified in laboratory monkeys', 'hence its name', 'but in its natural state it seems to infect rodents more often than primates. the disease is indigenous to central and west africa. an outbreak that occurred in the united states in 2003 was traced to a pet store where imported gambian pouched rats were sold.'];http://dbpedia.org/resource/Monkeypox
Monoarthritis;['monoarthritis is inflammation (arthritis) of one joint at a time. it is usually caused by trauma', 'infection', 'or crystalline arthritis.'];http://dbpedia.org/resource/Monoarthritis
Monoblastia;['monoblastia is a genus of lichens in the monoblastiaceae family of fungi.'];http://dbpedia.org/resource/Monoblastia
Monoblastiaceae;['the monoblastiaceae are a lichenized family of fungi in the order pyrenulales. the taxonomical placement of this poorly understood family is still uncertain and awaits verification from molecular data.'];http://dbpedia.org/resource/Monoblastiaceae
Monoclonal Gammopathy Of Undetermined Significance;['monoclonal gammopathy of undetermined significance (mgus', 'unknown or uncertain may be substituted for undetermined)', 'formerly benign monoclonal gammopathy', 'is a condition in which a paraprotein is found in the blood during standard laboratory blood tests. it resembles multiple myeloma and similar diseases', 'but the levels of antibody are lower', 'the number of plasma cells (white blood cells that secrete antibodies) in the bone marrow is lower', 'it has no symptoms or major problems', 'although patients with mgus have sometimes been reported to suffer from peripheral neuropathy', 'and no treatment is indicated. however', 'multiple myeloma develops at the rate of about 1.5% a year', 'so doctors recommend monitoring it yearly. the progression from mgus to multiple myeloma usually involves several steps. '];http://dbpedia.org/resource/Monoclonal_gammopathy_of_undetermined_significance
Monocytopenia;['monocytopenia is a form of leukopenia associated with a deficiency of monocytes. the causes of monocytopenia include: acute infections', 'stress', 'treatment with glucocorticoids', 'aplastic anemia', 'hairy cell leukemia', 'acute myeloid leukemia', 'treatment with myelotoxic drugs and genetic syndromes', 'as for example monomac syndrome. it has been proposed as a measure to predict neutropenia', 'though some research indicates that it is less effective than lymphopenia.'];http://dbpedia.org/resource/Monocytopenia
Monomac;['the autosomal dominant syndrome associated with monocytopenia', 'b and nk cell lymphopenia and mycobacterial', 'fungal and viral infections (abbreviated monomac) is a rare genetic disorder first described by vihn and colleagues in 2010 and is associated with myelodysplasia', 'cytogenetic abnormalities', 'pulmonary alveolar proteinosis and myeloid leukemias. multiple mutations in the gata2 are considered to be responsible for this syndrome.'];http://dbpedia.org/resource/MonoMAC
Monosomy 9P;"[""monosomy 9p (also known as alfi's syndrome or simply 9p-) is a rare chromosomal disorder in which there is deletion (monosomy) of a portion of chromosome 9. symptoms include microgenitalia"", 'mental retardation with microcephaly and dysmorphic features. the location has recently been narrowed to 9p22.2-p23.']";http://dbpedia.org/resource/Monosomy_9p
Monteggia Fracture;['the monteggia fracture is a fracture of the proximal third of the ulna with dislocation of the head of the radius. it is named after giovanni battista monteggia.'];http://dbpedia.org/resource/Monteggia_fracture
Mood Disorder;"[""mood disorder is a group of diagnoses in the diagnostic and statistical manual of mental disorders (dsm) classification system where a disturbance in the person's mood is hypothesized to be the main underlying feature. the classification is known as mood (affective) disorders in international classification of diseases (icd).""]";http://dbpedia.org/resource/Mood_disorder
Moon Face;"['moon facies', 'or moon face', ""is a medical sign in which the face develops a rounded appearance due to fat deposits on the sides of the face.it is often associated with cushing's syndrome or steroid treatment (especially corticosteroids)"", 'which has led to it being known as cushingoid facies (""cushings-like face"").']";http://dbpedia.org/resource/Moon_face
Morgagni Stewart Morel Syndrome;['morgagni stewart morel syndrome (metabolic craniopathy ) is a condition with a wide range of associated endocrine problems including: diabetes mellitus', 'diabetes insipidus', 'and hyperparathyroidism. other signs and symptoms include headaches', 'vertigo', 'hirsutism', 'menstrual problems', 'galactorrhoea', 'obesity', 'depression', 'and seizures. thickening of the inner table of the frontal part of the skull a usually benign condition known as hyperostosis frontalis interna. the syndrome was first described in the year 1765.'];http://dbpedia.org/resource/Morgagni_Stewart_Morel_syndrome
Morgellons;"['morgellons (/m()dlnz/) is the informal name of a self-diagnosed skin condition in which individuals have sores that they believe contain some kind of fibers. it is now known to be a form of delusional parasitosis; the sores are the result of compulsive scratching', 'and the fibers', 'when analysed', 'turn out to originate from textiles.']";http://dbpedia.org/resource/Morgellons
Morm Syndrome;"['morm syndrome is an autosomal recessive congenital disorder this means that the disorder is present from birth and is likely the result of both healthy parents passing on a defective gene', 'associated with morm syndrome', 'to their offspring. the disorder is not dependent on sex of the offspring', 'both male and female offspring are equally likely to inherit the disorder. the term morm is used to describe the characteristics associated with the disorder which include mental retardation', 'truncal obesity', 'retinal dystrophy', 'and micropenis"". the disorder shares similar characteristics with bardet-biedl syndrome and cohen syndrome', 'both of which are autosomal recessive genetic disorders. morm syndrome can be distinguished from the above disorders because symptoms appear at a young age.']";http://dbpedia.org/resource/MORM_syndrome
Morquio Syndrome;['morquio syndrome (referred to as mucopolysaccharidosis iv', 'mps iv', 'morquio-brailsford syndrome', 'or morquio) is an autosomal recessive mucopolysaccharide storage disease (see also lysosomal storage disorder)', 'usually inherited. it is a rare type of birth defect with serious consequences. in the us', 'the incidence rate for morquio is estimated at between 1 in 200,000 and 1 in 300,000 live births. when the body cannot process certain types of mucopolysaccharides', 'they build up or are eliminated', 'causing various symptoms. these involve accumulation of keratan sulfate.'];http://dbpedia.org/resource/Morquio_syndrome
Morsicatio Buccarum;['morsicatio buccarum (also termed chronic cheek biting and chronic cheek chewing) is a condition characterized by chronic irritation or injury to the buccal mucosa (the lining of the inside of the cheek within the mouth)', 'caused by repetitive chewing', 'biting or nibbling.'];http://dbpedia.org/resource/Morsicatio_buccarum
Morton'S Neuroma;"[""morton's neuroma (also known as morton neuroma"", ""morton's metatarsalgia"", 'intermetatarsal neuroma and intermetatarsal space neuroma.) is a benign neuroma of an intermetatarsal plantar nerve', 'most commonly of the second and third intermetatarsal spaces (between 2nd3rd and 3rd4th metatarsal heads)', 'which results in the entrapment of the affected nerve. the main symptoms are pain and/or numbness', 'sometimes relieved by removing footwear.']";http://dbpedia.org/resource/Morton's_neuroma
Morvan'S Syndrome;"[""morvan's syndrome"", ""or morvan's fibrillary chorea (mfc)"", 'is a rare autoimmune disease named after the nineteenth century french physician augustin marie morvan. ""la chore fibrillaire"" was first coined by morvan in 1890 when describing patients with multiple', 'irregular contractions of the long muscles', 'cramping', 'weakness', 'pruritus', 'hyperhidrosis', 'insomnia', 'and delirium.it normally presents with a slow insidious onset over months to years.approximately 90% of cases spontaneously go into remission', 'while the other 10% of cases lead to death.']";http://dbpedia.org/resource/Morvan's_syndrome
Mosaic (Genetics);['in genetics', 'a mosaic', 'or mosaicism describes the presence of two or more populations of cells with different genotypes in one individual', 'who has developed from a single fertilized egg.[1] mosaicism has been reported to be present in as high as 70% of cleavage stage embryos and 90% of blastocyst-stage embryos derived from in vitro fertilization.[2]'];http://dbpedia.org/resource/Mosaic_(genetics)
Motor Neuron Disease;"['a motor neuron disease (mnd) is any of several neurological disorders that selectively affect motor neurons', 'the cells that control voluntary muscles of the body. they include amyotrophic lateral sclerosis (als)', 'primary lateral sclerosis (pls)', 'progressive muscular atrophy (pma)', 'progressive bulbar palsy (pbp) and pseudobulbar palsy; spinal muscular atrophies are also sometimes included in the group. they are neurodegenerative in nature and cause increasing disability and eventually', 'death.']";http://dbpedia.org/resource/Motor_neuron_disease
Mouth Ulcer;"['a mouth ulcer is an ulcer that occurs on the mucous membrane of the oral cavity. mouth ulcers are very common', 'occurring in association with many diseases and by many different mechanisms', 'but usually there is no serious underlying cause. they may form individually or multiple ulcers may appear at the same time (a ""crop"" of ulcers). once formed', 'the ulcer may be maintained by inflammation and/or secondary infection. rarely', 'a mouth ulcer that does not heal may be a sign of oral cancer.']";http://dbpedia.org/resource/Mouth_ulcer
Movement Disorder;['movement disorders can be defined as neurologic syndromes in which either an excess or movement or a paucity of voluntary and automatic movements', 'unrelated to weakness or spasticity. the term movement disorders is used synonymously with basal ganglia or extrapyramidal diseases. conventionally movement disorders are divided into two major categories: 1. hyperkinetic movement disorders also called dyskinesias refers to excessive', 'often repetitive', 'involuntary movements that intrude into the normal flow of motor activity. 2. hypokinetic movement disorders refers to akinesia (lack of movement)', 'hypokinesia (reduced amplitude of movements)', 'bradykinesia (slow movement) and rigidity. in primary movement disorders the abnormal movement is the primary manifestation of the disorder. in secondary m'];http://dbpedia.org/resource/Movement_disorder
Mowat–Wilson Syndrome;['mowatwilson syndrome is a rare genetic disorder that was clinically delineated by dr. d. r. mowat and dr. m. j. wilson in 1998.'];http://dbpedia.org/resource/Mowat–Wilson_syndrome
Moyamoya Disease;"['moyamoya disease is a disease in which certain arteries in the brain are constricted. blood flow is blocked by the constriction', 'and also by blood clots (thrombosis). a collateral circulation develops around the blocked vessels to compensate for the blockage', 'but the collateral vessels are small', 'weak', 'and prone to bleeding', 'aneurysm and thrombosis. on conventional x-ray angiography', 'these collateral vessels have the appearance of a ""puff of smoke"" (described as "" (moyamoya)"" in japanese).']";http://dbpedia.org/resource/Moyamoya_disease
Mucinosis;['mucinoses are a group of cutaneous diseases caused by fibroblasts producing abnormally large amounts of acid mucopolysaccharides (i.e. mucin)', 'usually hyaluronic acid.'];http://dbpedia.org/resource/Mucinosis
Mucinous Carcinoma;"['mucinous carcinoma is a type of cancer that arises from epithelial cells; these line certain internal organs and skin', 'and produce mucin (the main component of mucus). when found within the skin', 'mucinous carcinoma is commonly a round', 'elevated', 'reddish', 'and sometimes ulcerated mass', 'usually located on the head and neck.']";http://dbpedia.org/resource/Mucinous_carcinoma
Mucinous Cystadenocarcinoma;['mucinous cystadenocarcinoma is a type of tumor in the cystadenocarcinoma grouping. it can occur in the breast as well as in the ovary. tumors are normally multilocular with various smooth', 'thin walled cysts. within the cysts is found a haemorrhagic or cellular debris.'];http://dbpedia.org/resource/Mucinous_cystadenocarcinoma
