Disease;Symptoms;Source
Hepatitis A;['fatigue,sudden nausea and vomiting,abdominal pain or discomfort, especially on the upper right side beneath your lower ribs (by your liver),clay-colored bowel movements,loss of appetite,low-grade fever,dark urine,joint pain,yellowing of the skin and the whites of your eyes (jaundice),intense itching,'];"https://www.mayoclinic.org/diseases-conditions/hepatitis-a/symptoms-causes/syc-20367007"""
Hepatitis B;['abdominal pain,dark urine,fever,joint pain,loss of appetite,nausea and vomiting,weakness and fatigue,yellowing of your skin and the whites of your eyes (jaundice),'];"https://www.mayoclinic.org/diseases-conditions/hepatitis-b/symptoms-causes/syc-20366802"""
Hepatitis C;['bleeding easily,bruising easily,fatigue,poor appetite,yellow discoloration of the skin and eyes (jaundice),dark-colored urine,itchy skin,fluid buildup in your abdomen (ascites),swelling in your legs,weight loss,confusion, drowsiness and slurred speech (hepatic encephalopathy),spider-like blood vessels on your skin (spider angiomas),'];"https://www.mayoclinic.org/diseases-conditions/hepatitis-c/symptoms-causes/syc-20354278"""
Hepatocellular carcinoma;['blood tests to measure liver function,imaging tests, such as ct and mri with contrast, and advanced imaging procedures, such as magnetic resonance elastography,liver biopsy, in some cases, to remove a sample of liver tissue for laboratory testing,'];"https://www.mayoclinic.org/diseases-conditions/hepatocellular-carcinoma/cdc-20354552"""
Hepatopulmonary syndrome;['shortness of breath and hypoxemia, low oxygen levels in the blood of the arteries, vasodilation, broadening of the blood vessels, liver disease'];"https://www.mayoclinic.org/diseases-conditions/hepatopulmonary-syndrome/basics/definition/con-20036246"""
Hereditary hemorrhagic telangiectasia;"[""hereditary hemorrhagic telangiectasia (tuh-lan-jee-uk-tay-zhuh) is a disorder that affects blood vessels. it can cause bleeding in the digestive tract, anemia, increased risk of stroke and other symptoms. in most cases, hereditary hemorrhagic telangiectasis (hht) isn't life-threatening and symptoms can be effectively managed.""]";"https://www.mayoclinic.org/diseases-conditions/hht/symptoms-causes/syc-20351135"""
Herniated disk;"[""arm or leg pain. if your herniated disk is in your lower back, you'll typically feel the most intense pain in your buttocks, thigh and calf. it may also involve part of the foot. if your herniated disk is in your neck, the pain will typically be most intense in the shoulder and arm. this pain may shoot into your arm or leg when you cough, sneeze or move your spine into certain positions.,numbness or tingling. people who have a herniated disk often experience numbness or tingling in the body part served by the affected nerves.,weakness. muscles served by the affected nerves tend to weaken. this may cause you to stumble, or impair your ability to lift or hold items.,""]";"https://www.mayoclinic.org/diseases-conditions/herniated-disk/symptoms-causes/syc-20354095"""
Hiatal hernia;['heartburn,belching,difficulty swallowing,chest or abdominal pain,feeling especially full after meals,vomiting blood or passing black stools, which may indicate gastrointestinal bleeding,'];"https://www.mayoclinic.org/diseases-conditions/hiatal-hernia/basics/definition/con-20030640"""
Hiccups;['drinking carbonated beverages,drinking too much alcohol,eating too much,excitement or emotional stress,sudden temperature changes,swallowing air with chewing gum or sucking on candy,'];"https://www.mayoclinic.org/diseases-conditions/hiccups/symptoms-causes/syc-20352613"""
Hidradenitis suppurativa;"['blackheads. small pitted areas of skin containing blackheads often appearing in pairs or a ""double-barreled"" pattern are a common feature.,red, tender bumps. these bumps often enlarge, break open and drain pus. the drainage may have an odor. itching and burning may accompany the bumps. they usually appear in areas where skin rubs against skin.,painful, pea-sized lumps. these hard lumps, which develop under the skin, may persist for years, enlarge and become inflamed.,tunnels. over time, tracts connecting the lumps may form under the skin. these wounds heal very slowly, if at all, and can leak pus.,']";"https://www.mayoclinic.org/diseases-conditions/hidradenitis-suppurativa/symptoms-causes/syc-20352306"""
High blood pressure (hypertension);['most people with high blood pressure have no signs or symptoms, even if blood pressure readings reach dangerously high levels.'];"https://www.mayoclinic.org/diseases-conditions/high-blood-pressure/basics/definition/con-20019580"""
High blood pressure in children;"[""high blood pressure in children usually doesn't cause symptoms.""]";"https://www.mayoclinic.org/diseases-conditions/high-blood-pressure-in-children/basics/definition/con-20033799"""
High cholesterol;"['low-density lipoprotein (ldl). ldl, or ""bad,"" cholesterol transports cholesterol particles throughout your body. ldl cholesterol builds up in the walls of your arteries, making them hard and narrow.,high-density lipoprotein (hdl). hdl, or ""good,"" cholesterol picks up excess cholesterol and takes it back to your liver.,']";"https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/symptoms-causes/syc-20350800"""
Hilar cholangiocarcinoma;['imaging tests, such as a ct and mri,blood test for very high levels of ca 19-9 tumor maker,biopsy using ercp and specialized lab testing with fluorescence in situ hybridization (fish),'];"https://www.mayoclinic.org/diseases-conditions/hilar-cholangiocarcinoma/cdc-20354548"""
Hip dysplasia;['first pregnancy,large baby,breech presentation'];"https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209"""
Hip fracture;['inability to move immediately after a fall,severe pain in your hip or groin,inability to put weight on your leg on the side of your injured hip,stiffness, bruising and swelling in and around your hip area,shorter leg on the side of your injured hip,turning outward of your leg on the side of your injured hip,', ''];"https://www.mayoclinic.org/diseases-conditions/hip-fracture/basics/definition/con-20021033"""
Hip impingement;"[""hip impingement occurs when the ball and socket of the hip joint don't fit together properly. the restricted motion damages cartilage and can cause pain and arthritis in young adults.""]";"https://www.mayoclinic.org/diseases-conditions/hip-impingement/symptoms-causes/syc-20353204"""
Hip labral tear;['a locking, clicking or catching sensation in your hip joint,pain in your hip or groin,stiffness or limited range of motion in your hip joint,'];"https://www.mayoclinic.org/diseases-conditions/hip-labral-tear/symptoms-causes/syc-20354873"""
Hirschsprung's disease;['swollen belly,vomiting, including vomiting a green or brown substance,constipation or gas, which might make a newborn fussy,diarrhea,', 'swollen belly,chronic constipation,gas,failure to thrive,fatigue,'];"https://www.mayoclinic.org/diseases-conditions/hirschsprung's-disease/symptoms-causes/syc-20351556"""
Hirsutism;['deepening voice,balding,acne,decreased breast size,increased muscle mass,enlargement of the clitoris,'];"https://www.mayoclinic.org/diseases-conditions/hirsutism/symptoms-causes/syc-20354935"""
Histoplasmosis;['fever,chills,headache,muscle aches,dry cough,chest discomfort,'];"https://www.mayoclinic.org/diseases-conditions/histoplasmosis/basics/definition/con-20026585"""
HIV/AIDS;['fever,headache,muscle aches and joint pain,rash,sore throat,swollen lymph glands, mainly on the neck,'];"https://www.mayoclinic.org/diseases-conditions/hiv-aids/basics/definition/con-20013732"""
Hives and angioedema;['red or flesh-colored,intensely itchy,roughly oval or shaped like a worm,less than one inch to several inches across,'];"https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908"""
Hoarding disorder;"[""excessively acquiring items that are not needed or for which there's no space,persistent difficulty throwing out or parting with your things, regardless of actual value,feeling a need to save these items, and being upset by the thought of discarding them,building up of clutter to the point where rooms become unusable,having a tendency toward indecisiveness, perfectionism, avoidance, procrastination, and problems with planning and organizing,"", 'disorganized piles or stacks of items, such as newspapers, clothes, paperwork, books or sentimental items,possessions that crowd and clutter your walking spaces and living areas and make the space unusable for the intended purpose, such as not being able to cook in the kitchen or use the bathroom to bathe,buildup of food or trash to unusually excessive, unsanitary levels,significant distress or problems functioning or keeping yourself and others safe in your home,conflict with others who try to reduce or remove clutter from your home,difficulty organizing items, sometimes losing important items in the clutter,', ""they believe these items are unique or will be needed at some point in the future,the items have important emotional significance serving as a reminder of happier times or representing beloved people or pets,they feel safer when surrounded by the things they save,they don't want to waste anything,""]";"https://www.mayoclinic.org/diseases-conditions/hoarding-disorder/symptoms-causes/syc-20356056"""
Hodgkin's lymphoma (Hodgkin's disease);['painless swelling of lymph nodes in your neck, armpits or groin,persistent fatigue,fever and chills,night sweats,unexplained, rapid weight loss,itching,increased sensitivity to the effects of alcohol or pain in your lymph nodes after drinking alcohol,'];"https://www.mayoclinic.org/diseases-conditions/hodgkins-lymphoma/symptoms-causes/syc-20352646"""
Horner syndrome;['a persistently small pupil (miosis),a notable difference in pupil size between the two eyes (anisocoria),little or delayed opening (dilation) of the affected pupil in dim light,drooping of the upper eyelid (ptosis),slight elevation of the lower lid, sometimes called upside-down ptosis,little or no sweating (anhidrosis) either on the entire side of the face or an isolated patch of skin on the affected side,'];"https://www.mayoclinic.org/diseases-conditions/horner-syndrome/basics/definition/con-20034650"""
Hot flashes;['a sudden feeling of warmth spreading through your upper body and face,a flushed appearance with red, blotchy skin,rapid heartbeat,perspiration, mostly on your upper body,a chilled feeling as the hot flash lets up,'];"https://www.mayoclinic.org/diseases-conditions/hot-flashes/symptoms-causes/syc-20352790"""
HPV infection;[',genital warts. these appear as flat lesions, small cauliflower-like bumps or tiny stem-like protrusions. in women, genital warts appear mostly on the vulva but can also occur near the anus, on the cervix or in the vagina.,in men, genital warts appear on the penis and scrotum or around the anus. genital warts rarely cause discomfort or pain, though they may itch.,,common warts. common warts appear as rough, raised bumps and usually occur on the hands, fingers or elbows. in most cases, common warts are simply unsightly, but they can also be painful or susceptible to injury or bleeding.,plantar warts. plantar warts are hard, grainy growths that usually appear on the heels or balls of your feet. these warts might cause discomfort.,flat warts. flat warts are flat-topped, slightly raised lesions darker than your skin. they can appear anywhere, but children usually get them on the face and men tend to get them in the beard area. women tend to get them on the legs.,'];"https://www.mayoclinic.org/diseases-conditions/hpv-infection/symptoms-causes/syc-20351596"""
Hunter syndrome;['an enlarged head (macrocephaly),thickening of the lips,a broad nose and flared nostrils,a protruding tongue,a deep, hoarse voice,abnormal bone size or shape and other skeletal irregularities,a distended abdomen, as a result of enlarged internal organs,diarrhea,white skin growths that resemble pebbles,joint stiffness,aggressive behavior,stunted growth,delayed development, such as late walking or talking,'];"https://www.mayoclinic.org/diseases-conditions/hunter-syndrome/symptoms-causes/syc-20350706"""
Huntington's disease;['involuntary jerking or writhing movements (chorea),muscle problems, such as rigidity or muscle contracture (dystonia),slow or abnormal eye movements,impaired gait, posture and balance,difficulty with the physical production of speech or swallowing,'];"https://www.mayoclinic.org/diseases-conditions/huntingtons-disease/symptoms-causes/syc-20356117"""
Hurthle cell cancer;"[""a fast-growing lump in your neck, just below your adam's apple,pain in your neck or throat,hoarseness or other changes in your voice,shortness of breath,swallowing difficulty,""]";"https://www.mayoclinic.org/diseases-conditions/hurthle-cell-cancer/basics/definition/con-20025920"""
Hydrocele;['injury or inflammation to the scrotum,infection, including a sexually transmitted infection (sti),'];"https://www.mayoclinic.org/diseases-conditions/hydrocele/symptoms-causes/syc-20363969"""
Hydrocephalus;['the signs and symptoms of hydrocephalus vary generally by age of onset.'];"https://www.mayoclinic.org/diseases-conditions/hydrocephalus/basics/definition/con-20030706"""
Hypercalcemia;['kidneys. excess calcium in your blood means your kidneys have to work harder to filter it. this can cause excessive thirst and frequent urination.,digestive system. hypercalcemia can cause stomach upset, nausea, vomiting and constipation.,bones and muscles. in most cases, the excess calcium in your blood was leached from your bones, which weakens them. this can cause bone pain, muscle weakness and depression.,brain. hypercalcemia can interfere with the way your brain works, resulting in confusion, lethargy and fatigue. it can also cause depression.,heart. rarely, severe hypercalcemia can interfere with your heart function, causing palpitations and fainting, indications of cardiac arrhythmia, and other heart problems.,'];"https://www.mayoclinic.org/diseases-conditions/hypercalcemia/symptoms-causes/syc-20355523"""
Hypereosinophilic syndrome;['hypereosinophilic (hy-per-ee-o-sin-o-phil-ik) syndrome (hes) is a group of blood disorders that occur when you have high numbers of eosinophils white blood cells that play an important role in your immune system. over time, the excess eosinophils enter various tissues, eventually damaging your organs.'];"https://www.mayoclinic.org/diseases-conditions/hypereosinophilic-syndrome/symptoms-causes/syc-20352854"""
Hyperglycemia in diabetes;['frequent urination,increased thirst,blurred vision,fatigue,headache,'];"https://www.mayoclinic.org/diseases-conditions/hyperglycemia/basics/definition/con-20034795"""
Hyperhidrosis;['sweating disrupts your daily routine,sweating causes emotional distress or social withdrawal,you suddenly begin to sweat more than usual,you experience night sweats for no apparent reason,'];"https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152"""
Hyperoxaluria and oxalosis;"[""severe or sudden back pain,pain in the area below the ribs on the back (flank) that doesn't go away,blood in the urine,frequent urge to urinate,pain when urinating,chills or fever,""]";"https://www.mayoclinic.org/diseases-conditions/hyperoxaluria/symptoms-causes/syc-20352254"""
Hyperparathyroidism;['fragile bones that easily fracture (osteoporosis),kidney stones,excessive urination,abdominal pain,tiring easily or weakness,depression or forgetfulness,bone and joint pain,frequent complaints of illness with no apparent cause,nausea, vomiting or loss of appetite,'];"https://www.mayoclinic.org/diseases-conditions/hyperparathyroidism/symptoms-causes/syc-20356194"""
Hyperthyroidism;['sudden weight loss, even when your appetite and the amount and type of food you eat remain the same or even increase,rapid heartbeat (tachycardia) commonly more than 100 beats a minute irregular heartbeat (arrhythmia) or pounding of your heart (palpitations),increased appetite,nervousness, anxiety and irritability,tremor usually a fine trembling in your hands and fingers,sweating,changes in menstrual patterns,increased sensitivity to heat,changes in bowel patterns, especially more frequent bowel movements,an enlarged thyroid gland (goiter), which may appear as a swelling at the base of your neck,fatigue, muscle weakness,difficulty sleeping,skin thinning,fine, brittle hair,'];"https://www.mayoclinic.org/diseases-conditions/hyperthyroidism/basics/definition/con-20020986"""
Hypertrophic cardiomyopathy;['shortness of breath, especially during exercise,chest pain, especially during exercise,fainting, especially during or just after exercise or exertion,sensation of rapid, fluttering or pounding heartbeats (palpitations),heart murmur, which a doctor might detect while listening to your heart,'];"https://www.mayoclinic.org/diseases-conditions/hypertrophic-cardiomyopathy/symptoms-causes/syc-20350198"""
Hypoglycemia;['heart palpitations,fatigue,pale skin,shakiness,anxiety,sweating,hunger,irritability,tingling sensation around the mouth,crying out during sleep,', 'confusion, abnormal behavior or both, such as the inability to complete routine tasks,visual disturbances, such as blurred vision,seizures,loss of consciousness,'];"https://www.mayoclinic.org/diseases-conditions/hypoglycemia/basics/definition/con-20021103"""
Hyponatremia;['nausea and vomiting ,headache,confusion ,loss of energy and fatigue ,restlessness and irritability ,muscle weakness, spasms or cramps ,seizures ,coma ,'];"https://www.mayoclinic.org/diseases-conditions/hyponatremia/basics/definition/con-20031445"""
Hypoparathyroidism;['tingling or burning (paresthesia) in your fingertips, toes and lips,muscle aches or cramps in your legs, feet, abdomen or face,twitching or spasms of your muscles, particularly around your mouth, but also in your hands, arms and throat,fatigue or weakness,painful menstruation,patchy hair loss,dry, coarse skin,brittle nails,depression or anxiety,'];"https://www.mayoclinic.org/diseases-conditions/hypoparathyroidism/symptoms-causes/syc-20355375"""
Hypopituitarism;['fatigue,weight loss,decreased sex drive,sensitivity to cold or difficulty staying warm,decreased appetite,facial puffiness,anemia,infertility,hot flashes, irregular or no periods, loss of pubic hair, and inability to produce milk for breast-feeding in women,decreased facial or body hair in men,short stature in children,'];"https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645"""
Hypoplastic left heart syndrome;['grayish-blue skin color (cyanosis),rapid, difficult breathing,poor feeding,cold hands and feet,being unusually drowsy or inactive,', 'cool, clammy skin that may be pale or gray,a weak and rapid pulse,abnormal breathing that may be either slow and shallow or very rapid,dilated pupils,lackluster eyes that seem to stare,'];"https://www.mayoclinic.org/diseases-conditions/hypoplastic-left-heart-syndrome/symptoms-causes/syc-20350599"""
Hypospadias;['opening of the urethra at a location other than the tip of the penis,downward curve of the penis (chordee),hooded appearance of the penis because only the top half of the penis is covered by foreskin,abnormal spraying during urination,'];"https://www.mayoclinic.org/diseases-conditions/hypospadias/symptoms-causes/syc-20355148"""
Hypothermia;['shiveringslurred speech or mumbling,slow, shallow breathing,weak pulse,clumsiness or lack of coordination,drowsiness or very low energy,confusion or memory loss,loss of consciousness,bright red, cold skin (in infants)'];"https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682"""
Hypothyroidism;['fatigue,increased sensitivity to cold,constipation,dry skin,weight gain,puffy face,hoarseness,muscle weakness,elevated blood cholesterol level,muscle aches, tenderness and stiffness,pain, stiffness or swelling in your joints,heavier than normal or irregular menstrual periods,thinning hair,slowed heart rate,depression,impaired memory,'];"https://www.mayoclinic.org/diseases-conditions/hypothyroidism/symptoms-causes/syc-20350284"""
Ice cream headaches;['sharp, stabbing pain in the forehead,pain that peaks about 20 to 60 seconds after it begins and goes away in about the same time,pain that rarely lasts longer than five minutes,'];"https://www.mayoclinic.org/diseases-conditions/ice-cream-headaches/basics/definition/con-20024906"""
Ichthyosis vulgaris;['dry, scaly skin,tile-like, small scales,scales colored white, dirty gray or brown with darker-colored scales typically on darker skin,flaky scalp,deep, painful cracks in your skin,'];"https://www.mayoclinic.org/diseases-conditions/ichthyosis-vulgaris/basics/definition/con-20024401"""
Idiopathic hypersomnia;"[""idiopathic hypersomnia is an uncommon sleep disorder that causes you to be excessively sleepy during the day even after a good night's sleep. it also often causes difficulty waking up after you've been asleep at night or for a nap. naps generally aren't refreshing.""]";"https://www.mayoclinic.org/diseases-conditions/hypersomnia/symptoms-causes/syc-20362332"""
Idiopathic thrombocytopenic purpura (ITP);['easy or excessive bruising (purpura),superficial bleeding into the skin that appears as a rash of pinpoint-sized reddish-purple spots (petechiae), usually on the lower legs,bleeding from the gums or nose,blood in urine or stools,unusually heavy menstrual flow,'];"https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325"""
IgA nephropathy (Berger's disease);['cola- or tea-colored urine (caused by red blood cells in the urine),repeated episodes of cola- or tea-colored urine, sometimes even visible blood in your urine, usually during or after an upper respiratory or other type of infection,pain in the side(s) of your back below your ribs (flank),swelling (edema) in your hands and feet,high blood pressure,'];"https://www.mayoclinic.org/diseases-conditions/iga-nephropathy/symptoms-causes/syc-20352268"""
Illness anxiety disorder;"[""being preoccupied with having or getting a serious disease or health condition,worrying that minor symptoms or body sensations mean you have a serious illness,being easily alarmed about your health status,finding little or no reassurance from negative test results or a doctor's reassurance that you're healthy,worrying excessively about a specific medical condition or your risk of developing a medical condition because it runs in your family,having so much distress about possible illnesses that it's hard for you to function,repeatedly checking your body for signs of illness,frequently making medical appointments for reassurance or, avoiding medical care for fear of being diagnosed with a serious illness,avoiding people, places or activities for fear of health risks,constantly talking about your health and possible illnesses,frequently searching the internet for causes of symptoms or possible illnesses,""]";"https://www.mayoclinic.org/diseases-conditions/illness-anxiety-disorder/basics/definition/con-20124064"""
Impacted wisdom teeth;['red or swollen gums,tender or bleeding gums,jaw pain,swelling around the jaw,bad breath,an unpleasant taste in your mouth,difficulty opening your mouth,'];"https://www.mayoclinic.org/diseases-conditions/wisdom-teeth/basics/definition/con-20026676"""
Impetigo;['age. impetigo most commonly occurs in children ages 2 to 5.,crowded conditions. impetigo spreads easily in schools and child care settings.,warm, humid weather. impetigo infections are more common in summer.,certain sports. participation in sports that involve skin-to-skin contact, such as football or wrestling, increases your risk of developing impetigo.,broken skin. the bacteria that cause impetigo often enter your skin through a small skin injury, insect bite or rash.,'];"https://www.mayoclinic.org/diseases-conditions/impetigo/symptoms-causes/syc-20352352"""
Incompetent cervix;['a sensation of pelvic pressure,a backache,mild abdominal cramps,a change in vaginal discharge,light vaginal bleeding,', ''];"https://www.mayoclinic.org/diseases-conditions/incompetent-cervix/basics/definition/con-20035375"""
Indigestion;"[""early fullness during a meal. you haven't eaten much of your meal, but you already feel full and may not be able to finish eating.,uncomfortable fullness after a meal. fullness lasts longer than it should.,discomfort in the upper abdomen. you feel a mild to severe pain in the area between the bottom of your breastbone and your navel.,burning in the upper abdomen. you feel an uncomfortable heat or burning sensation between the bottom of your breastbone and your navel.,bloating in the upper abdomen. you feel an uncomfortable sensation of tightness.,nausea. you feel as though you want to vomit.,""]";"https://www.mayoclinic.org/diseases-conditions/indigestion/symptoms-causes/syc-20352211"""
Infant jaundice;"[""your baby's skin becomes more yellow,your baby's skin looks yellow on the abdomen, arms or legs,the whites of your baby's eyes look yellow,your baby seems listless or sick or is difficult to awaken,your baby isn't gaining weight or is feeding poorly,your baby makes high-pitched cries,your baby develops any other signs or symptoms that concern you,jaundice lasts more than three weeks ,"", '']";"https://www.mayoclinic.org/diseases-conditions/infant-jaundice/basics/definition/con-20019637"""
Infant reflux;"[""isn't gaining weight,consistently spits up forcefully, causing stomach contents to shoot out of his or her mouth (projectile vomiting),spits up green or yellow fluid,spits up blood or a material that looks like coffee grounds,refuses food,has blood in his or her stool,has difficulty breathing or a chronic cough,begins spitting up at age 6 months or older,is unusually irritable after eating,""]";"https://www.mayoclinic.org/diseases-conditions/infant-acid-reflux/symptoms-causes/syc-20351408"""
Infectious diseases;['fever,diarrhea,fatigue,muscle aches,coughing,'];"https://www.mayoclinic.org/diseases-conditions/infectious-diseases/symptoms-causes/syc-20351173"""
Infertility;"[""you're age 35 to 40 and have been trying to conceive for six months or longer,you're over age 40,you menstruate irregularly or not at all,your periods are very painful,you have known fertility problems,you've been diagnosed with endometriosis or pelvic inflammatory disease,you've had multiple miscarriages,you've undergone treatment for cancer,"", ""you have a low sperm count or other problems with sperm,you have a history of testicular, prostate or sexual problems,you've undergone treatment for cancer,you have testicles that are small in size or swelling in the scrotum known as a varicocele,you have others in your family with infertility problems,""]";"https://www.mayoclinic.org/diseases-conditions/infertility/symptoms-causes/syc-20354317"""
Inflammatory bowel disease (IBD);"[""ulcerative colitis. this condition causes long-lasting inflammation and sores (ulcers) in the innermost lining of your large intestine (colon) and rectum.,crohn's disease. this type of ibd is characterized by inflammation of the lining of your digestive tract, which often spreads deep into affected tissues.,""]";"https://www.mayoclinic.org/diseases-conditions/inflammatory-bowel-disease/symptoms-causes/syc-20353315"""
Inflammatory breast cancer;['rapid change in the appearance of one breast, over the course of several weeks,thickness, heaviness or visible enlargement of one breast,discoloration, giving the breast a red, purple, pink or bruised appearance,unusual warmth of the affected breast,dimpling or ridges on the skin of the affected breast, similar to an orange peel,tenderness, pain or aching,enlarged lymph nodes under the arm, above the collarbone or below the collarbone,flattening or turning inward of the nipple,'];"https://www.mayoclinic.org/diseases-conditions/inflammatory-breast-cancer/symptoms-causes/syc-20355413"""
Influenza (flu);['young children under 5, and especially those under 2 years,adults older than 65,residents of nursing homes and other long-term care facilities,pregnant women and women up to two weeks postpartum,people with weakened immune systems,people who have chronic illnesses, such as asthma, heart disease, kidney disease and diabetes,people who are very obese, with a body mass index (bmi) of 40 or higher,'];"https://www.mayoclinic.org/diseases-conditions/flu/symptoms-causes/syc-20351719"""
Ingrown hair;['small, solid, rounded bumps (papules),small, pus-filled, blister-like lesions (pustules),skin darkening (hyperpigmentation),pain,itching,embedded hairs,'];"https://www.mayoclinic.org/diseases-conditions/ingrown-hair/basics/definition/con-20034717"""
Ingrown toenails;['pain and tenderness in your toe along one or both sides of the nail,redness around your toenail,swelling of your toe around the nail,infection of the tissue around your toenail,'];"https://www.mayoclinic.org/diseases-conditions/ingrown-toenails/symptoms-causes/syc-20355903"""
Inguinal hernia;"[""a bulge in the area on either side of your pubic bone, which becomes more obvious when you're upright, especially if you cough or strain,a burning or aching sensation at the bulge,pain or discomfort in your groin, especially when bending over, coughing or lifting,a heavy or dragging sensation in your groin,weakness or pressure in your groin,occasionally, pain and swelling around the testicles when the protruding intestine descends into the scrotum,""]";"https://www.mayoclinic.org/diseases-conditions/inguinal-hernia/symptoms-causes/syc-20351547"""
Inherited metabolic disorders;"[""familial hypercholesterolemia,gaucher disease,hunter syndrome,krabbe disease,maple syrup urine disease,metachromatic leukodystrophy,mitochondrial encephalopathy, lactic acidosis, stroke-like episodes (melas),niemann-pick,phenylketonuria (pku),porphyria,tay-sachs disease,wilson's disease,""]";"https://www.mayoclinic.org/diseases-conditions/inherited-metabolic-disorders/symptoms-causes/syc-20352590"""
Insomnia;"[""difficulty falling asleep at night,waking up during the night,waking up too early,not feeling well-rested after a night's sleep,daytime tiredness or sleepiness,irritability, depression or anxiety,difficulty paying attention, focusing on tasks or remembering,increased errors or accidents,ongoing worries about sleep,""]";"https://www.mayoclinic.org/diseases-conditions/insomnia/symptoms-causes/syc-20355167"""
Intermittent explosive disorder;['rage,irritability,increased energy,racing thoughts,tingling,tremors,palpitations,chest tightness,', 'temper tantrums,tirades,heated arguments,shouting,slapping, shoving or pushing,physical fights,property damage,threatening or assaulting people or animals,'];"https://www.mayoclinic.org/diseases-conditions/intermittent-explosive-disorder/basics/definition/con-20024309"""
Interstitial cystitis;['pain in your pelvis or between the vagina and anus in women,pain between the scrotum and anus in men (perineum),chronic pelvic pain,a persistent, urgent need to urinate,frequent urination, often of small amounts, throughout the day and night (up to 60 times a day),pain or discomfort while the bladder fills and relief after urinating.,pain during sexual intercourse.,'];"https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357"""
Interstitial lung disease;['shortness of breath at rest or aggravated by exertion,dry cough,'];"https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108"""
Intestinal ischemia;['sudden abdominal pain that may range from mild to severe,an urgent need to have a bowel movement,frequent, forceful bowel movements,abdominal tenderness or distention,blood in your stool,nausea, vomiting,fever,mental confusion in older adults,'];"https://www.mayoclinic.org/diseases-conditions/intestinal-ischemia/basics/definition/con-20023818"""
Intestinal obstruction;['crampy abdominal pain that comes and goes,loss of appetite,constipation,vomiting,inability to have a bowel movement or pass gas,swelling of the abdomen,'];"https://www.mayoclinic.org/diseases-conditions/intestinal-obstruction/symptoms-causes/syc-20351460"""
Intracranial hematoma;['increasing headache,vomiting,drowsiness and progressive loss of consciousness,dizziness,confusion,unequal pupil size,slurred speech,', 'lethargy,seizures,unconsciousness,'];"https://www.mayoclinic.org/diseases-conditions/intracranial-hematoma/symptoms-causes/syc-20356145"""
Intracranial venous malformations;"[""intracranial venous malformations are abnormally enlarged veins in your brain. these enlargements aren't likely to cause symptoms or affect how the veins work.""]";"https://www.mayoclinic.org/diseases-conditions/intracranial-venous-malformations/symptoms-causes/syc-20353336"""
Intussusception;"['stool mixed with blood and mucus (sometimes referred to as ""currant jelly"" stool because of its appearance),vomiting,a lump in the abdomen,lethargy,diarrhea,fever,']";"https://www.mayoclinic.org/diseases-conditions/intussusception/symptoms-causes/syc-20351452"""
Invasive lobular carcinoma;['an area of thickening in part of the breast,a new area of fullness or swelling in the breast,a change in the texture or appearance of the skin over the breast, such as dimpling or thickening,a newly inverted nipple,'];"https://www.mayoclinic.org/diseases-conditions/invasive-lobular-carcinoma/basics/definition/con-20033968"""
Iritis;['eye redness,discomfort or achiness in the affected eye,sensitivity to light (photophobia),decreased vision,'];"https://www.mayoclinic.org/diseases-conditions/iritis/symptoms-causes/syc-20354961"""
Iron deficiency anemia;['extreme fatigue,weakness,pale skin,chest pain, fast heartbeat or shortness of breath,headache, dizziness or lightheadedness,cold hands and feet,inflammation or soreness of your tongue,brittle nails,unusual cravings for non-nutritive substances, such as ice, dirt or starch,poor appetite, especially in infants and children with iron deficiency anemia,'];"https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034"""
Irritable bowel syndrome;['abdominal pain, cramping or bloating that is typically relieved or partially relieved by passing a bowel movement,excess gas,diarrhea or constipation sometimes alternating bouts of diarrhea and constipation,mucus in the stool,'];"https://www.mayoclinic.org/diseases-conditions/irritable-bowel-syndrome/symptoms-causes/syc-20360016"""
Ischemic colitis;['pain, tenderness or cramping in your belly, which can occur suddenly or gradually,bright red or maroon-colored blood in your stool or, at times, passage of blood alone without stool,a feeling of urgency to move your bowels,diarrhea,nausea,'];"https://www.mayoclinic.org/diseases-conditions/ischemic-colitis/basics/definition/con-20026677"""
Islet cell cancer;['islet cell cancer is a term used to describe a group of cancers that can occur in the hormone-producing cells of the pancreas. islet cell cancers, also known as pancreatic neuroendocrine tumors, are very rare.'];"https://www.mayoclinic.org/diseases-conditions/islet-cell-cancer/symptoms-causes/syc-20352489"""
Itchy skin (pruritus);['redness,bumps, spots or blisters,dry, cracked skin,leathery or scaly texture to the skin,'];"https://www.mayoclinic.org/diseases-conditions/itchy-skin/symptoms-causes/syc-20355006"""
